url,nome,categoria,pagina,data_coleta
https://www.paodeacucar.com/produto/1419558/batata-congelada-extra-crocante-airfryer-mccain-600g,batata congelada extra crocante airfryer mccain 600g,Alimentos Congelados,1,2025-06-22T03:16:13.789727
https://www.paodeacucar.com/produto/1467193/batata-congelada-tradicional-mccain-1-5kg,batata congelada tradicional mccain 1 5kg,Alimentos Congelados,1,2025-06-22T03:16:13.789749
https://www.paodeacucar.com/produto/48266/pao-de-queijo-congelado-tradicional-forno-de-minas-pacote-400g,pao de queijo congelado tradicional forno de minas pacote 400g,Alimentos Congelados,1,2025-06-22T03:16:13.789757
https://www.paodeacucar.com/produto/49915/pao-de-queijo-congelado-coquetel-forno-de-minas-pacote-400g,pao de queijo congelado coquetel forno de minas pacote 400g,Alimentos Congelados,1,2025-06-22T03:16:13.789762
"https://www.paodeacucar.com/produto/412052/sorvete-napolitano-flocos-tradicional-nestle-pote-1,5l","sorvete napolitano flocos tradicional nestle pote 1,5l",Alimentos Congelados,1,2025-06-22T03:16:13.789768
https://www.paodeacucar.com/produto/284448/pao-de-queijo-tradicional-qualita-pacote-1kg,pao de queijo tradicional qualita pacote 1kg,Alimentos Congelados,1,2025-06-22T03:16:13.789773
"https://www.paodeacucar.com/produto/345807/sorvete-creme-tradicional-nestle-pote-1,5l","sorvete creme tradicional nestle pote 1,5l",Alimentos Congelados,1,2025-06-22T03:16:13.789779
https://www.paodeacucar.com/produto/1441725/waffle-congelado-forno-de-minas-pacote-280g-8-unidades,waffle congelado forno de minas pacote 280g 8 unidades,Alimentos Congelados,1,2025-06-22T03:16:13.789784
https://www.paodeacucar.com/produto/697120/brocolis-congelados-higienizado-taeq-pacote-1kg,brocolis congelados higienizado taeq pacote 1kg,Alimentos Congelados,1,2025-06-22T03:16:13.789789
https://www.paodeacucar.com/produto/344410/lasanha-bolonhesa-sadia-pacote-600g,lasanha bolonhesa sadia pacote 600g,Alimentos Congelados,1,2025-06-22T03:16:13.789795
"https://www.paodeacucar.com/produto/622051/sorvete-chocolate-tradicional-nestle-pote-1,5l","sorvete chocolate tradicional nestle pote 1,5l",Alimentos Congelados,1,2025-06-22T03:16:13.789800
https://www.paodeacucar.com/produto/165960/sorvete-morango-haagen-dazs-pote-473ml,sorvete morango haagen dazs pote 473ml,Alimentos Congelados,1,2025-06-22T03:16:13.789805
https://www.paodeacucar.com/produto/1618764/morango-congelado-inteiro-pratico-pouch-400g,morango congelado inteiro pratico pouch 400g,Alimentos Congelados,1,2025-06-22T03:16:13.789810
